,Product Brand,Product Name,Price,Return/Exchange,Product Availability,Delivery Type,Product URL
45,JUAREZ,"Juarez Lindenwood Acoustic Guitar, 38 Inches Curved Body Cutaway, 38CUR With Bag, Strings, Pick And Strap (Black)","₹2,755",--,--,FREE delivery,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B076QHZ4HZ/ref=sr_1_45?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-45
46,blueberry,"BLUEBERRY B-38C, Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks - 38 Inch (Black)","₹2,490",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/Blueberry-38C-Acoustic-Guitar-Strings/dp/B08KLMV4XX/ref=sr_1_46?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-46
47,Yamaha,"YAMAHA Mexa Yamaha F310, Dreadnought Acoustic Guitar with Sponge Bag, Belt and Plectrums Combo Pack","₹10,999",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/yamaha-acoustic-guitar-Dreadnought-Plectrums/dp/B07KB8VP6X/ref=sr_1_47?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-47
48,Ibanez,"Ibanez MD39C-NT Rose Wood Acoustic Guitar (Natural), Designed in Japan and Made Specially for India",--,--,,--,https://www.amazon.in/Ibanez-IBA-MD39CNT-Acoustic-Guitar-MD39C-NT/dp/B07G4CCMYL/ref=sr_1_48?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-48
49,Kadence,Kadence Acoustica 34” Acoustic Guitar A03 with bag,"₹5,899",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-A03/dp/B08WCTFVT9/ref=sr_1_49?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-49
50,Kadence,Kadence Acoustica Series Semi Acoustic Ash Wood with Fluorocarbon strings Equalizer A-06 (Ukulele),"₹3,299",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/Kadence-Acoustica-Acoustic-Fluorocarbon-Equalizer/dp/B08PBLKL62/ref=sr_1_50?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-50
51,Epiphone,Epiphone SG Special VE Electric Guitar Ebony,"₹20,389",7 days Replacement,--,FREE delivery,https://www.amazon.in/Epiphone-Special-Electric-Guitar-Ebony/dp/B06Y4FFQMP/ref=sr_1_51?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-51
52,JUAREZ,"Juarez Acoustic Guitar, 38 Inch Cutaway, JRZ38C/TBLSNA TRANSPARENT BLUE SUNBURST","₹1,899",--,In stock,FREE delivery,https://www.amazon.in/JUAREZ-JRZ38C-TBLSNA/dp/B0BCQKQ6CS/ref=sr_1_52?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-52
53,JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, Black (Acoustic Guitar Kit, NATURAL)","₹2,759",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_53?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-53
54,blueberry,"BLUEBERRY, B-38C Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks - 38 Inch (Retro BlACK)","₹2,275",--,--,FREE delivery,https://www.amazon.in/BLUEBERRY-B-38C-Acoustic-Guitar-Strings/dp/B0CNW1B2CB/ref=sr_1_54?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-54
55,Armonia,"Armonia B-38C 38inch Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks (Natural)","₹2,395",--,In stock,Details,https://www.amazon.in/Armonia-38inch-Acoustic-Strings-Natural/dp/B0CJ9KTSGW/ref=sr_1_55?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-55
56,Yamaha,"Yamaha FG 800 Folk Acoustic Guitar, Natural","₹19,990",--,--,Details,https://www.amazon.in/Yamaha-Folk-Acoustic-Guitar-Natural/dp/B01C92QHLC/ref=sr_1_56?dib=eyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4&dib_tag=se&keywords=guitar&qid=1711799156&sr=8-56
57,musicalworks.in,"Musical Works Guitar, Acoustic Guitar, 40 Inch Cutaway, 038M with Bag, Strings, Pick and Strap, Chocolate Colour Acoustic Guitar Cutaway 40 inch Full-size Beginner Guitar Package with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Chocolate, Acoustic) with Gig Bag, Tuner, Picks and Strap (Natural Bundle),","₹4,079",,--,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjkyMjg1MzUxMDMwMDg5OjE3MTE3OTkxNTY6c3BfYnRmOjMwMDE1MzAzNzM1NjAzMjo6MDo6&url=%2FAcoustic-038M-Chocolate-Full-size-Beginner%2Fdp%2FB09G72YGZM%2Fref%3Dsr_1_57_sspa%3Fdib%3DeyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799156%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
58,SG Musical,SG Musical - Guitar Floor Stand Foldable and Anti-Slip Guitar Metal Stand for All Guitar Acoustic Classic Electric Bass Travel Guitar Stand Guitar Accessories A-Frame Stand for Guitar,₹549,--,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjkyMjg1MzUxMDMwMDg5OjE3MTE3OTkxNTY6c3BfYnRmOjMwMDE1MTQ1NDkxODkzMjo6MDo6&url=%2FSG-Musical-Anti-Slip-Accessories-Frame%2Fdp%2FB0BG5HYYQL%2Fref%3Dsr_1_58_sspa%3Fdib%3DeyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799156%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
59,--,Ketsicart White Pearl Guitar Binding Purfling Strip Celluloid Guitar Binding Material Guitar Parts Accessories 6MM,₹766,--,--,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjkyMjg1MzUxMDMwMDg5OjE3MTE3OTkxNTY6c3BfYnRmOjMwMDEzMjUxNDYxODEzMjo6MDo6&url=%2FKetsicart-Purfling-Celluloid-Material-Accessories%2Fdp%2FB0CDS9V4WJ%2Fref%3Dsr_1_59_sspa%3Fdib%3DeyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799156%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
60,--,"Guitar Tailpiece, Guitars Bridge Tailpiece Alloy for Replacement (Gold)","₹1,399
99",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjkyMjg1MzUxMDMwMDg5OjE3MTE3OTkxNTY6c3BfYnRmOjMwMDE0MTc5MzY3NTMzMjo6MDo6&url=%2FGuitar-Tailpiece-Guitars-Bridge-Replacement%2Fdp%2FB0BWYSZW1Y%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.uoqlZtlO4cDlToI9GEHUbP5L67gCEfUIyl7SR_f5eH3hDgpYzu7Q1g4BKIrcfJog05NFP1jXV4p7hVMruVxbmCb5uPJUqGh_mxrmcVg12vEwdJ0ce8AAd-C7_6M-Gc7vNW_QdIsX5G-hYcd11Lli6YgvVcwQpe8Jl6P5PC47-zUL9We61yBPz5cV0354sv8qyTdvV6d9jXEyERrz5AWjadpHdk0lNleVXB8suPb7UDp27HRmSqpdMIiqBlT-Dse1dH24kPiDpmhte-Xi1nhGDmsaJ_trwEykysCAbsTOV0s.kKF0vj5x7GmxUkcVVHNMjZtPE3jCC3GBFjhoTaCaBn4%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799156%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
61,osl oliver systems limited,"osl oliver systems limited Portable Voice Amplifier with a Wireless Microphone, Bluetooth, FM Tuner, USB & SD Card Input (OS-Xplode)","₹3,564",7 days Replacement,In stock,FREE delivery,https://aax-eu.amazon.in/x/c/RJxX6gf8YcxOvgNYkfMS6o8AAAGOjy4_-gMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDSm9KN/https://www.amazon.in/OS-Xplode-Portable-Amplifier-Microphone-Bluetooth/dp/B08FTF8V73/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.7d6d801d-0b91-42f0-9ded-a1900c21a285%3Aamzn1.sym.7d6d801d-0b91-42f0-9ded-a1900c21a285&cv_ct_cx=guitar&dib=eyJ2IjoiMSJ9.MhY-KKV2wUu3NpBBJeNicw.TQp1eg7A5QSJyzxEw5vHLLFbF1hguec9hcYF-NOyOfE&dib_tag=se&keywords=guitar&pd_rd_i=B08FTF8V73&pd_rd_r=34fc311e-fcf5-4827-a450-3e2e88d1a3bd&pd_rd_w=ru8Cz&pd_rd_wg=m7j6B&pf_rd_p=7d6d801d-0b91-42f0-9ded-a1900c21a285&pf_rd_r=RGVMPFNZ6542HAPGTKP4&qid=1711799156&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-25dedf61-9bde-4412-952b-c956ef4fc546
62,Henrix,"Henrix 38C PRO 38 Inch Cutaway Acoustic Guitar With with Die-cast Tuners, Dual-action Truss Rod, Gig-Bag, Picks, String set, String Winder, Strap & Polishing Cloth - Red Burst","₹3,419",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjI2OTY2Nzc3Njk2MDg5OjE3MTE3OTkyODk6c3BfYXRmX25leHQ6MjAwOTAzMzg5MTk0MDQ6OjA6Og&url=%2FHenrix-Cutaway-Acoustic-Die-Cast-Tuners%2Fdp%2FB07KMXZZK1%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799289%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
63,MOCKING BIRD,MOCKING BIRD 38 inch Acoustic Guitar for Beginners musical instrument for Adults premium Wood Curved Cutaway Design Guitar Accessories kit with 5 Picks & string & Bag for beige (Blue Matte),"₹3,248",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjI2OTY2Nzc3Njk2MDg5OjE3MTE3OTkyODk6c3BfYXRmX25leHQ6MzAwMTE4MTk5NzE5OTMyOjowOjo&url=%2FMOCKING-BIRD-Beginners-instrument-Accessories%2Fdp%2FB0CP24N4HR%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799289%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
64,Kadence,"Kadence Guitar Slowhand Series Premium Electric Acoustic Mahogany body Demi Cutaway Jumbo Guitar 41” Combo with Heavy Padded Bag, Instrument cable, Pro Capo, Picks, and String Set (Mahogany SH03)","₹9,999",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjI2OTY2Nzc3Njk2MDg5OjE3MTE3OTkyODk6c3BfYXRmX25leHQ6MjAwNjcxNDM0OTYyMDQ6OjA6Og&url=%2FKadence-Slowhand-Acoustic-Mahagony-Instrument%2Fdp%2FB077T7GXFV%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799289%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
65,SG Musical,"SG Musical - Guitar Metal Capo Quick Change For Ukulele, Electric And Acoustic Guitars",₹205,,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjI2OTY2Nzc3Njk2MDg5OjE3MTE3OTkyODk6c3BfYXRmX25leHQ6MzAwMTUyNjQyNTIwMTMyOjowOjo&url=%2FSG-Musical-Ukulele-Electric-Acoustic%2Fdp%2FB0BGZJ6B73%2Fref%3Dsr_1_52_sspa%3Fdib%3DeyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799289%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
66,ENYA,"Enya NOVA Go SP1 Carbon Fiber Acoustic Electric Guitar with Smart AcousticPlus 35 Inch Travel Acustica Guitarra Starter Bundle Kit of Gig Bag, Strap, Strings, Charging/ Instrument Cable(Black)","₹25,291",--,In stock,FREE delivery,https://www.amazon.in/NOVA-SP1-Acoustic-AcousticPlus-Instrument/dp/B0BHZFCVL3/ref=sr_1_53?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-53
67,Kadence,Kadence 12 strings Slowhand Premium Mahogany wood Semi Acoustic Guitar KSH03-12EQ,"₹12,999",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/Kadence-Slowhand-Mahogany-Acoustic-KSH03-12EQ/dp/B0CGDDPVKK/ref=sr_1_54?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-54
